filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0503.xml|Document ID: roth0503|Photograph taken with a 3A Autographic Kodak folding camera.|Charlies Bunion|Dry Sluice Gap|    |    |    |Appalachian Trail|Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Charlies Bunion; Dry Sluice Gap; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1938-02-27|Image/jpeg|http://idserver.utk.edu/?id=200300000002272|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Charlies Bunion from Appalachian Trail near Dry Sluice Gap."""|Image
ROTH0517.xml|Document ID: roth0517|Photograph taken with a 3A Autographic Kodak folding camera.|Roaring Fork|Great Smoky Mountains|    |    |    |Flora and Fauna|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Roaring Fork|Albert Gordon (Dutch) Roth, 1890-1974|1929-06-16|Image/jpeg|http://idserver.utk.edu/?id=200300000002286|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1929, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Raven nest in circle, showing route Brockway Crouch used when trying to get in nest. He fell from nest to bottom mark of picture."""|Image
ROTH0271.xml|Document ID: roth0271|Photograph taken with a 3A Autographic Kodak folding camera.|Frozen Head|Cumberland Mountains|    |    |    |Flora and Fauna|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Frozen Head; Cumberland Mountains|Albert Gordon (Dutch) Roth, 1890-1974|1934-01-14|Image/jpeg|http://idserver.utk.edu/?id=200300000002040|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Bobcat at Frozen Head in the Cumberlands."""|Image
ROTH0259.xml|Document ID: roth0259|Photograph taken with a 3A Autographic Kodak folding camera.|Cumberland Falls|Waterfalls and Cascades|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cumberland Falls|Albert Gordon (Dutch) Roth, 1890-1974|1939-07-30|Image/jpeg|http://idserver.utk.edu/?id=200300000002028|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1939, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Cumberland Falls."""|Image
ROTH0701.xml|Document ID: roth0701|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Chapman|Paul Hornburg|    |    |    |Harvey Broome|Great Smoky Mountains|People and Groups|Structures -- General|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Chapman|Albert Gordon (Dutch) Roth, 1890-1974|1931-11-29|Image/jpeg|http://idserver.utk.edu/?id=200300000002470|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""From left to right, Paul Hornburg and Harvey Broome at a blockade on the way to Mount Chapman."""|Image
ROTH0067.xml|Document ID: roth0067|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Harrison|Uncle Tom's Cabin|    |    |    |Smoky Mountains Hiking Club|Great Smoky Mountains|People and Groups|Structures -- Cabins|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Harrison; Uncle Tom's Cabin|Albert Gordon (Dutch) Roth, 1890-1974|1928-01|Image/jpeg|http://idserver.utk.edu/?id=200300000001837|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1928 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club on a visit to Uncle Tom's Cabin. On way to Mount Harrison."""|Image
ROTH0073.xml|Document ID: roth0073|Photograph taken with a 3A Autographic Kodak folding camera.|Hooper Bald lodge|Balds|    |    |    |Structures -- Cabins|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Hooper Bald lodge|Albert Gordon (Dutch) Roth, 1890-1974|1937-11-06|Image/jpeg|http://idserver.utk.edu/?id=200300000001843|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Hooper Bald Lodge."""|Image
ROTH0715.xml|Document ID: roth0715|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Sterling|Great Smoky Mountains|    |    |    |Flora and Fauna|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Sterling|Albert Gordon (Dutch) Roth, 1890-1974|1934-09-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002484|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Moss and ferns cover section of trail up Mount Sterling."""|Image
ROTH0729.xml|Document ID: roth0729|Photograph taken with a 3A Autographic Kodak folding camera.|National Bridge|Flora and Fauna|    |    |    |Structures -- Bridges|Structures -- General|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|National Bridge|Albert Gordon (Dutch) Roth, 1890-1974|1952-05-29|Image/jpeg|http://idserver.utk.edu/?id=200300000002498|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1952 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""National Bridge, Virginia"""|Image
ROTH0098.xml|Document ID: roth0098|Photograph taken with a 3A Autographic Kodak folding camera.|Grassy Patch|Alum Cave Trail|    |    |    |Alum Cave Creek|Great Smoky Mountains|Flora and Fauna|Landscapes and Scenery|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Grassy Patch; Alum Cave Trail; Alum Cave Creek|Albert Gordon (Dutch) Roth, 1890-1974|1937-07-12|Image/jpeg|http://idserver.utk.edu/?id=200300000001868|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Near Grassy Patch. Made from trail to Alum Cave. """|Image
ROTH0675.xml|Document ID: roth0675|Photograph taken with a 3A Autographic Kodak folding camera.|Skyland|Roads and Trails|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Skyland|Albert Gordon (Dutch) Roth, 1890-1974|1930-05-31|Image/jpeg|http://idserver.utk.edu/?id=200300000002444|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail near Skyland, Virginia."""|Image
ROTH0113.xml|Document ID: roth0113|Photograph taken with a 3A Autographic Kodak folding camera.|Hartford|Great Smoky Mountains|    |    |    |Structures -- General|Transportation|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Hartford|Albert Gordon (Dutch) Roth, 1890-1974|1930-11-30|Image/jpeg|http://idserver.utk.edu/?id=200300000001883|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Pushing rail cars upright near Hartford, Tennessee. A hard windstorm blew them over."""|Image
ROTH0107.xml|Document ID: roth0107|Photograph taken with a 3A Autographic Kodak folding camera.|Little Duck Hawk Peak|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Little Duck Hawk Peak|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000001877|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Looking through one of the holes of Duck Hawk Peak."""|Image
ROTH0661.xml|Document ID: roth0661|Photograph taken with a 3A Autographic Kodak folding camera.|Appalachian Trail|Blockhouse Mountain|    |    |    |Thunderhead Mountain|Little Bald|"Charles Albert ""Sonny"" Roth"|Great Smoky Mountains|Landscapes and Scenery|People and Groups|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Appalachian Trail; Blockhouse Mountain; Thunderhead Mountain; Little Bald|Albert Gordon (Dutch) Roth, 1890-1974|1938-05-30|Image/jpeg|http://idserver.utk.edu/?id=200300000002430|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Charles Albert ""Sonny"" Roth on the North Carolina side of the Appalachian Trail near Little Bald. Block House is high point on left. Thunderhead is on the right."""|Image
ROTH0649.xml|Document ID: roth0649|Photograph taken with a 3A Autographic Kodak folding camera.|Pinnacle|Cumberland Gap|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pinnacle; Cumberland Gap|Albert Gordon (Dutch) Roth, 1890-1974|1933-09-17|Image/jpeg|http://idserver.utk.edu/?id=200300000002418|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""The Pinnacle at Cumberland Gap."""|Image
ROTH0891.xml|Document ID: roth0891|Photograph taken with a 3A Autographic Kodak folding camera.|as seen from Chimney Tops|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|as seen from Chimney Tops|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002659|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |No Original Caption|Image
ROTH0885.xml|Document ID: roth0885|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002653|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Landscapes and Scenery|No Original Caption|Image
ROTH0852.xml|Document ID: roth0852|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002620|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Landscapes and Scenery|No Original Caption|Image
ROTH0846.xml|Document ID: roth0846|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002614|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Waterfalls and Cascades|No Original Caption|Image
ROTH0311.xml|Document ID: roth0311|Photograph taken with a 3A Autographic Kodak folding camera.|Halls Cabin|Derrick Knob|    |    |    |Appalachian Trail|Roger Howell|Great Smoky Mountains|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Halls Cabin; Derrick Knob; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1937-05-31|Image/jpeg|http://idserver.utk.edu/?id=200300000002080|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Roger Howell trying to start a fire at camp on Hall Cabin site."""|Image
ROTH0477.xml|Document ID: roth0477|Photograph taken with a 3A Autographic Kodak folding camera.|Wind Rock|People and Groups|    |    |    |Transportation|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Wind Rock|Albert Gordon (Dutch) Roth, 1890-1974|1934-04-08|Image/jpeg|http://idserver.utk.edu/?id=200300000002246|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Going back into coal mines."""|Image
ROTH0463.xml|Document ID: roth0463|Photograph taken with a 3A Autographic Kodak folding camera.|Indian Gap|Appalachian Trail|    |    |    |Great Smoky Mountains|People and Groups|Weather Phenomena and Cloudbursts|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Indian Gap; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002232|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Skiing at Indian Gap."""|Image
ROTH0305.xml|Document ID: roth0305|Photograph taken with a 3A Autographic Kodak folding camera.|Appalachian Trail|Low Gap|    |    |    |Great Smoky Mountains|Roads and Trails|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Appalachian Trail; Low Gap|Albert Gordon (Dutch) Roth, 1890-1974|1933-03-26|Image/jpeg|http://idserver.utk.edu/?id=200300000002074|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Appalachian Trail just east of Low Gap."""|Image
ROTH0339.xml|Document ID: roth0339|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Le Conte|Le Conte Lodge compound|    |    |    |The House That Jack Built|Great Smoky Mountains|Structures -- Cabins|Weather Phenomena and Cloudbursts|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Le Conte; Le Conte Lodge compound; The House That Jack Built|Albert Gordon (Dutch) Roth, 1890-1974|1929-12-29|Image/jpeg|http://idserver.utk.edu/?id=200300000002108|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1929, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Cabins on Mount Le Conte in winter. About twenty-two degrees below zero."""|Image
